repository_name,file_name,file_created_by,file_creator_names,file_line_count,file_creation_date,file_commit_count,commit_message,commit_created_by,commit_author_names,commit_changed_lines,commit_date
microsoft/vscode,src/vs/workbench/contrib/chat/browser/actions/chatSessionActions.ts,AI,"Copilot, GitHub",97,2025-08-16T06:42:16+00:00,33,"Update chat session menu label to match VS Code standard: ""Open to the Side""

Co-authored-by: mjbvz <12821956+mjbvz@users.noreply.github.com>",AI,,2,2025-09-02T22:07:46+00:00
microsoft/vscode,src/vs/workbench/contrib/chat/browser/actions/chatSessionActions.ts,AI,"Copilot, GitHub",97,2025-08-16T06:42:16+00:00,33,"Fix chat session menu label: change ""Open in New Editor Group"" to ""Open to Side""

Co-authored-by: mjbvz <12821956+mjbvz@users.noreply.github.com>",AI,,2,2025-09-02T22:05:55+00:00
microsoft/vscode,src/vs/workbench/contrib/chat/browser/actions/chatSessionActions.ts,AI,"Copilot, GitHub",97,2025-08-16T06:42:16+00:00,33,"Add toggle menu option for Chat Sessions view description display mode (#263862)

* Initial plan

* Add toggle command and configuration for Chat Sessions description display

Co-authored-by: osortega <48293249+osortega@users.noreply.github.com>

* Show rich descriptions to container title

---------

Co-authored-by: copilot-swe-agent[bot] <198982749+Copilot@users.noreply.github.com>
Co-authored-by: osortega <48293249+osortega@users.noreply.github.com>
Co-authored-by: Osvaldo Ortega <osortega@microsoft.com>",AI,,67,2025-08-28T19:47:56+00:00
microsoft/vscode,src/vs/workbench/contrib/chat/browser/actions/chatSessionActions.ts,AI,"Copilot, GitHub",97,2025-08-16T06:42:16+00:00,33,Adding chat opening actions (#262997),Human,,268,2025-08-22T23:43:54+00:00
microsoft/vscode,src/vs/workbench/contrib/chat/browser/actions/chatSessionActions.ts,AI,"Copilot, GitHub",97,2025-08-16T06:42:16+00:00,33,"Add hierarchical chat history tree view to LocalChatSessionsProvider (#262214)

* Initial plan

* Add dropdown option to show chat history in LocalChatSessionsProvider

- Add IChatService dependency to LocalChatSessionsProvider
- Add isHistoryExpanded state and toggleHistoryExpansion method
- Enhanced provideChatSessionItems to include history dropdown and historical sessions
- Added historyItem property to ILocalChatSessionItem interface
- Modified SessionsViewPane onDidOpen to handle history interactions
- Added visual improvements (chevron icons, labels, descriptions)

Co-authored-by: osortega <48293249+osortega@users.noreply.github.com>

* Fix imports and add ACTIVE_GROUP for opening historical chat sessions

- Add ACTIVE_GROUP import from editorService
- Update editor opening call to use ACTIVE_GROUP parameter
- Verify basic logic with simple test

Co-authored-by: osortega <48293249+osortega@users.noreply.github.com>

* Restructure chat history as proper tree hierarchy with parent-child relationships

Co-authored-by: osortega <48293249+osortega@users.noreply.github.com>

* Less customized tree

* Revert removed changes

* CSS updates

* Open in editor

* Rename fixes

* Inline commands

* CSS cleanup

---------

Co-authored-by: copilot-swe-agent[bot] <198982749+Copilot@users.noreply.github.com>
Co-authored-by: osortega <48293249+osortega@users.noreply.github.com>
Co-authored-by: Osvaldo Ortega <osortega@microsoft.com>",AI,,543,2025-08-21T06:35:59+00:00
microsoft/vscode,src/vs/workbench/contrib/chat/browser/actions/chatSessionActions.ts,AI,"Copilot, GitHub",97,2025-08-16T06:42:16+00:00,33,Using marshalled session context for chat session actions (#262363),Human,,66,2025-08-19T19:20:18+00:00
microsoft/vscode,src/vs/workbench/contrib/chat/browser/actions/chatSessionActions.ts,AI,"Copilot, GitHub",97,2025-08-16T06:42:16+00:00,33,Chat sessions context contribution (#262208),Human,,71,2025-08-18T21:20:04+00:00
microsoft/vscode,src/vs/workbench/contrib/chat/browser/actions/chatSessionActions.ts,AI,"Copilot, GitHub",97,2025-08-16T06:42:16+00:00,33,"Implement inline rename functionality for chat sessions (#261141)

* Initial plan

* Implement core chat session rename functionality

Co-authored-by: osortega <48293249+osortega@users.noreply.github.com>

* Refine chat session rename implementation with proper input handling

Co-authored-by: osortega <48293249+osortega@users.noreply.github.com>

* Compilation errors

* MVP

* E2E

* Fix fallback naming mechanisms

* Remove counts in use when using a custom title

* Merge

---------

Co-authored-by: Copilot <198982749+Copilot@users.noreply.github.com>
Co-authored-by: osortega <48293249+osortega@users.noreply.github.com>
Co-authored-by: Osvaldo Ortega <osortega@microsoft.com>",AI,,572,2025-08-16T06:42:16+00:00
microsoft/vscode,extensions/typescript-language-features/src/test/unit/implicitProjectConfiguration.test.ts,AI,,0,,0,,Human,,0,
microsoft/vscode,extensions/typescript-language-features/src/test/unit/inferredProjectCompilerOptions.test.ts,AI,,0,,0,,Human,,0,
microsoft/vscode,src/vs/workbench/contrib/terminalContrib/chatAgentTools/test/browser/toolTerminalCreator.test.ts,AI,,0,,0,,Human,,0,
microsoft/vscode,src/vs/editor/common/viewModel/screenReaderSimpleModel.ts,Human,"Aiday Marlen Kyzy, GitHub",16,2025-07-16T18:30:22+00:00,2,"Saving the value stored in the rich screen reader content for correct update (#265685)

saving the value stored in the screen reader",Human,,43,2025-09-08T15:13:26+00:00
microsoft/vscode,src/vs/editor/common/viewModel/screenReaderSimpleModel.ts,Human,"Aiday Marlen Kyzy, GitHub",16,2025-07-16T18:30:22+00:00,2,"Render complex HTML in screen reader content (#249356)

* Fix advanced line wrap if decorations are present

Decorations may affect line wrapping. For example, they make make the
text bold, or increase or decrease font size. This wasn’t originally
taken into account to calculate the the break offsets.

* Support dynamic line heights using decorations

* fixing compiler errors

* placing tests in block comment

* adding logs

* limiting amount of logging

* changikng the font size and the line height directly in the code

* wip

* wip

* removing monaco editor related code

* wip

* wip

* wip

* adding wip

* setting doc as internal

* pushing to text to the bottom

* adding support for font size

* placing at the end

* fixing tests

* adding likne height setting

* adding comments

* adding todo

* overriding the font size in sticky scroll

* making sticky scroll also use the editor lines heights

* updating sticky scroll on decoration change, investigating lines

* removing changes for font size, focusing on line height changes

* adding code

* adding css changes to position text at the bottom

* adding also the chnages for demo

* adding code

* making content widgets correctly position themselves

* adding css changes to sticky scroll

* adding more methods

* adding code

* polishing

* adding code

* polishing

* adding css to sticky scroll

* fixing bug

* remove testing code

* fixing tests

* removing extension surfacing

* removing part of doc string

* removing line height from renderLineInput

* directly getting the line heights from the view context, not the viewport data

* remove special line heights from the viewModel

* adding new events for line height changes

* adding back line height into renderLineInput

* wip

* polishing

* refactore viewmodelimpl

* updating the special line height listener on model change

* clearing when model is not defined

* take into account line height in ime

* fixing the offset error

* adding height

* making the decorations render full height

* take into account line height in cursor

* fixes the context menu not showing at the correct position

* centering the folding icon

* line height

* adding code in order to continue investigation

* Revert ""adding code in order to continue investigation""

This reverts commit 1a44ac3db5ad9f551f752563b089477bd9501f4e.

* updating the line heights on editing

* using view positions instead of model

* fixing compiler error

* surfacing through editor

* adding code

* adding code

* adding beginning of code

* adding code

* adding code

* adding code which commits and recaclulates the data

* allowing to insert or change a special line height

* polishing

* adding logs

* separating the logic of user insertion/deletion and decoration changes

* adding code for testing

* fixing runtime errors

* adding code

* adding elements before invalid index

* fixing indices

* adding code

* removing console logs

* adding code

* removing logs in file

* adding changes to sticky lines

* fixing line insertion

* updating correctly on insert and on delete

* adding code to send initial edit

* adding code

* fixing insertion

* adding edits

* adding content changes

* updating the indices

* polishing

* differentiating between case when actually lines are deleted and when not

* modified code for deletion to take into account new special maximum height

* fixing the indices

* adding code

* adding fix

* changing the insertion logic

* removing logs

* removing logs

* removing code that removes the decorations

* setting correct line height

* removing line height from RenderLineInput

* cleaning

* converting to string

* undoing css change, setting line height also on the folding icon

* set line height in the renderLine method

* polishing

* polishing

* changing deletion logic

* adding code to test

* removing testing code

* fixing candidate

* polishing

* adding font infos

* polishing

* adding remaining values of barefontinfo

* =choosing right line for rendering depending on if there is a special font on the given line

* rewriting font decoration logic

* setting different border for testing

* fixing scroll top

* set variable to make the font size never be larger than the line height

* adding code which sets the font size of the ghost text

* adding overflow hidden in order to fix the font size overfkiw

* updating widget height using the height of the rendered sticky lines

* aligning items in the center

* =fetching the correct font info

* computing the correct left position depending on the font siue within the div

* placing the text area also so the text aligns

* adding check so inline completions are always visible

* adding wip

* using same structure as line heights

* fixing errors

* polishing

* wip

* adding code for insert

* =refactoring

* investigating the line breaks

* save break data

* adding code to determine line breaks based on font info

* wip

* removing code because will use other approach

* adding logs

* adding back logic for font decorations on text model

* using the renderViewLine code for the line breaks

* wip

* adding monaco.ts changes

* fixing merge issues

* making line breaks work

* dom breaking now works

* adding code to reflect font info changes in the custom font manager

* using other rendering tactic

* adding code to rerender the line type

* adding code

* removing custom font manager

* using model line number instead in the constructLines method

* using model line number also for model whitespaces

* adding code in order to make the native edit context show also the same rendered line for the screen readers

* setting the correct range

* resetting the code for text area edit context and disabling custom fonts when text area is used

* cleaning the code a bit

* wip

* making the screen reader support use the font sizes from the rendered view line

* screen reader

* wip

* wip

* wip

* wip

* wip

* adding renderwhitespace from editor config

* wip

* remove the code for font

* adding code

* wip

* fetching the relevant font size in the text area code

* adding code from other pr

* wip

* writing screen reader content

* adding code

* using character mapping inthe dom line breaks computer

* wip

* removing accessibility service check

* =wip

* wip

* wip

* adding wip

* wip

* wip

* wip

* wip

* wip

* fixing bug

* adding logs

* wip

* adding code

* adding code

* wip

* wip

* adding code

* updating the editor options

* wip

* wip

* wip

* wip

* wip

* wip

* refactoring

* wip

* wip

* wip

* wip

* polish

* polish

* adding method for updating scroll top

* chaing option

* removing included value

* setting propperty

* Add new member to equality

* Avoid memory leaks

* Make sure `_accessibilityPageSize` is initialised

* Ensure _accessibilityPageSize gets initialized

* Simplify code

* Fix NPE

* Clamp lines to line count

* Do not turn on `renderRichScreenReaderContent` by default until we test it

* Add explicit reference to ISimpleModel in the IViewModel

---------

Co-authored-by: Remco Haszing <remcohaszing@gmail.com>
Co-authored-by: Alexandru Dima <alexdima@microsoft.com>",Human,,1237,2025-07-16T18:30:22+00:00
microsoft/vscode,.vscode/mcp.json,Human,"Tyler James Leonhardt, GitHub",9,2025-08-16T06:25:13+00:00,3,Mention debugging of the server (#262586),Human,,19,2025-08-20T21:59:27+00:00
microsoft/vscode,.vscode/mcp.json,Human,"Tyler James Leonhardt, GitHub",9,2025-08-16T06:25:13+00:00,3,"Use stdio for the vscode playwright mcp (#262260)

* Use stdio for the vscode playwright mcp

makes for easier management... since it can be compiled when launched.

* add to readme",Human,,1047,2025-08-19T06:27:10+00:00
microsoft/vscode,.vscode/mcp.json,Human,"Tyler James Leonhardt, GitHub",9,2025-08-16T06:25:13+00:00,3,Add initial MCP server (#261898),Human,,3951,2025-08-16T06:25:13+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,"Chat - add `files` to session statistics (#276250)

* Chat - add `files` to session statistics

* Fix test",Human,,12,2025-11-08T08:43:08+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,"Use URIs to identify sessions (#272013)

* Start work on using URIs to identify sessions

This starts switching us from id+types to use uris to identify chat sessions. I already added very basic support for this but in this next step I think we need a breaking change so that we can avoid adding more and more hacks and complexity to support this

* More work

* Add docs

* Fix indent

* Bump api

* Fix quotes

* Fix tests

* fix compile errors for mockChatSessionService

* Fix mockChatSessionService

* Update getChatSessionType

* Make sure resolver also registers any initial schemes

* add ChatSessionService.hasAnySessionOptions()

---------

Co-authored-by: Peng Lyu <penn.lv@gmail.com>
Co-authored-by: Josh Spicer <23246594+joshspicer@users.noreply.github.com>",Human,,816,2025-10-23T22:16:46+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,"Chat sessions generalized option pickers (#272167)

* generalize chat session options prototype

* dynamically generate a menu per option group

* fix bugs

* polish

* polish",Human,,632,2025-10-19T17:03:45+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,"ChatSessions: Select Model (#271728)

* fix merge conflicts

* Modify LanguageModelsService to manage Chat Session ""contributed"" model identifiers

* refactor to sessionModelPickerActionItem

* add missed file

* rename to IChatSessionProviderOptions

* change to provideChatSessionProviderOptions",Human,,589,2025-10-17T03:20:13+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,"Add `resource` to chat session, replacing id",Human,,160,2025-10-16T17:45:00+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,"Forward chat summaries for cloud button v2 impl (#269583)

* merge

* refactor and movie magic to hide fake progress chat req",Human,,172,2025-10-03T16:26:48+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,"chatSessions API redesign/experiment (#268089)

* adapt API to provide a chatParticipant

* initial tidy up to support agent in extension

* untitled prototype

* onDidCreateChatSessionIte

* tidy

* tidy

* names

* onDidCommitChatSessionItemEmitter and bump proposed api version

* deprecated note

* untitled with uuid to prevent collision

* pick correct editor group",Human,,298,2025-09-26T03:14:51+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,"Send a real ChatRequest to provideNewChatSessionItem (#264089)

* Send a real ChatRequest to provideNewChatSessionItem
Fix #264076
This is a bit wrong. Because a ChatRequest has a toolInvocationToken tied to a particular chat session, but the real vscode chat session doesn't exist yet!

* this",Human,,113,2025-08-29T21:59:56+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,Experiment chat session entry with file change stats (#263878),Human,,71,2025-08-28T19:05:17+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,"chatSessions supportHotReload (#263701)

chatSessions supportHotReload (https://github.com/microsoft/vscode/issues/259967)",Human,,45,2025-08-27T23:59:17+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,"Adding timing to chat sessions API and grouping (#263350)

* Adding timing to chat sessions API and grouping

* Adding timestamp details",Human,,246,2025-08-26T00:15:39+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,"Entrypoint in chat session view to create a new, agent-backed chat (#262537)

* dynamically add menu item to create new chat against coding agent

* register command

* hack: pass history through to request handler",Human,,134,2025-08-20T18:48:43+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,"Add `provideNewChatSessionItem` API (#262369)

add provideNewChatSessionItem API",Human,,204,2025-08-19T19:02:06+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,"Add description and status properties to ChatSessionItem interface (#261292)

* Initial plan

* Add description and status properties to ChatSessionItem interface

Co-authored-by: osortega <48293249+osortega@users.noreply.github.com>

* Update extHostChatSessions to pass through new description and status properties

Co-authored-by: osortega <48293249+osortega@users.noreply.github.com>

* Two line

* Support for tooltip

* API update

---------

Co-authored-by: copilot-swe-agent[bot] <198982749+Copilot@users.noreply.github.com>
Co-authored-by: osortega <48293249+osortega@users.noreply.github.com>
Co-authored-by: Osvaldo Ortega <osortega@microsoft.com>",AI,,202,2025-08-13T23:02:19+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,Removing chat session provider label,Human,,37,2025-07-28T21:46:11+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27," Small cleanup/tweaks to chat session API

- In contribution, rename `id` -> `type`
- Cleaning up JSDoc
- Moving todos out of main comments",Human,,90,2025-07-28T20:57:27+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,Merge remote-tracking branch 'origin/main' into joshbot,Human,,5790,2025-07-24T19:58:17+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,Start hooking up using uri for opening custom chat sessions,Human,,304,2025-07-23T20:43:27+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,add chatSessions contribution,Human,,830,2025-07-22T23:03:19+00:00
microsoft/vscode,src/vscode-dts/vscode.proposed.chatSessionsProvider.d.ts,Human,Osvaldo Ortega,129,2025-07-17T16:22:29+00:00,27,chat session content provider,Human,,122,2025-07-22T22:38:30+00:00
